id,packageName,owner,repo,dependencies
320,polycub,WastlM,polyCub,,methods;sp;grDevices;graphics;stats;spatstat;lattice;testthat;mvtnorm;statmod;rgeos;gpclib;
321,methylationtuples,PeteHaitch,MethylationTuples,,GenomicTuples;data.table;BiocGenerics;Rcpp;Biobase;IRanges;BiocParallel;R.utils;Biostrings;VariantAnnotation;methods;GenomicRanges;stats4;ggplot2;S4Vectors;testthat;knitr;BiocStyle;Rcpp;RcppArmadillo;
322,frulhns,jefferis,frulhns,,knitr;coin;rgl;ggplot2;gphys;nat;
323,munsell,cwickham,munsell,,ggplot2;colorspace;
324,incidence,Hackout2,incidence,,ggplot2;scales;ggmap;gridExtra;animation;lubridate;methods;OutbreakTools;data.table;testthat;zoo;xts;knitr;
325,copstruc,hgstp,copstruc,,Rcpp;Matrix;pcaPP;Rcpp;
326,dendextendrcpp,talgalili,dendextendRcpp,,Rcpp;dendextend;testthat;microbenchmark;Rcpp;
327,r4bd,rcourses,r4bd,,dplyr;ff;ffbase;readr;Rcpp;
328,ec2test,rcordova,ec2test,,knitr;testthat;
329,tabletree,skranz,TableTree,,data.table;dplyr;restorepoint;
330,timbr,Zelazny7,timbr,,knitr;
331,broom,dgrtwo,broom,,plyr;dplyr;tidyr;psych;stringr;reshape2;nlme;knitr;boot;survival;gam;glmnet;lfe;Lahman;MASS;sp;maps;maptools;multcomp;testthat;lme4;zoo;lmtest;plm;biglm;ggplot2;nnet;geepack;AUC;ergm;network;statnet.common;xergm;btergm;binGroup;Hmisc;bbmle;gamlss;rstan;coda;gmm;
332,eigenfaces,vbonhomme,eigenfaces,,Momocs;jpeg;knitr;
333,dbge,aydindemircioglu,DBGE,,lhs;mlr;ParamHelpers;BBmisc;checkmate;parallelMap;plyr;reshape2;soobench;cmaes;DiceKriging;DiceOptim;earth;emoa;ggplot2;gridExtra;kernlab;kknn;mboost;mco;nnet;party;randomForest;rpart;testthat;
334,r2plink,lian0090,R2plink,,
335,gameplay,santina,gameplay,,jsonlite;RCurl;testthat;knitr;testthat;
336,l.s,lucas9999,l.s,,
337,roxpkg,ttriche,roxpkg,,
338,whopper,wjhopper,whoppeR,,ggplot2;grid;
339,htmltab,crubba,htmltab,,XML;httr;testthat;knitr;tidyr;
340,seqvartools,smgogarten,SeqVarTools,,SeqArray;methods;stringr;gdsfmt;GenomicRanges;IRanges;S4Vectors;GWASExactHW;VariantAnnotation;Biobase;BiocGenerics;BiocStyle;RUnit;
341,dpu.mobility,openmhealth,dpu.mobility,,geosphere;
342,meow,achubaty,meow,,jpeg;testthat;
343,belgiumstatistics,jwijffels,BelgiumStatistics,,data.table;BelgiumMaps.Admin;leaflet;knitr;sp;
344,rgator,hirenj,Rgator,,httr;plyr;proto;data.table;network;intergraph;scales;RCurl;rjson;grid;gridExtra;VennDiagram;gridExtra;httpuv;ggplot2;sna;jsonlite;colbycol;
345,tggd,asgr,tggd,,gsl;
346,beepr,rasmusab,beepr,,stringr;audio;
347,travisreleasetest,ajdm,travisreleasetest,,testthat;
348,gmailr,jimhester,gmailr,,httr;base64enc;magrittr;jsonlite;mime;argufy;testthat;knitr;
349,gmailr,trinker,gmailR,,rJython;rJava;rjson;XML;
350,depmixs4,koooee,depmixS4,,nnet;MASS;Rsolnp;stats;stats4;methods;gamlss;gamlss.dist;
351,isotopevis,eknit,isotopevis,,testthat;car;MASS;colorspace;plyr;gtools;
352,gissr,skgrange,gissr,,sp;leaflet;stringr;lubridate;plyr;dplyr;jsonlite;geojsonio;ggplot2;ggmap;rgdal;maptools;rgeos;geosphere;pbapply;cleangeo;raster;threadr;
353,mafun,s0eren,mafun,,
354,ellipsoid,antiphon,ellipsoid,,parallel;
355,jaggernaut,poissonconsulting,jaggernaut,,foreach;doParallel;stats;assertthat;abind;plyr;magrittr;datalist;juggler;itertools;coda;rjags;testthat;datasets;reshape2;ggplot2;scales;
356,npsforveg,NCRN,NPSForVeg,,methods;data.table;lattice;plyr;boot;MASS;reshape2;leaflet;
357,cheby,squipbar,cheby,,polynom;orthopolynom;nloptr;multipol;RUnit;knitr;
358,rhindawi,ropensci,rhindawi,,
359,bfastplot,bendv,bfastPlot,,
360,dismount,UppsalaHenrik,dismount,,
361,archivist,pbiecek,archivist,,RCurl;digest;httr;DBI;lubridate;RSQLite;knitr;git2r;jsonlite;magrittr;shiny;testthat;ggplot2;dplyr;
362,its,vantruc,rits,,methods;stats;Hmisc;
363,tpldata,gustavobio,tpldata,,
364,texmexseq,almlab,texmexseq,,
365,graphzoo,sjmgarnier,graphZoo,,ggplot2;grid;gridExtra;
366,pdsr,gvegayon,PDSR,,XML;RCurl;plyr;ggplot2;GGally;reshape2;scales;
367,pdsr,spaceappchile,team20,,XML;RCurl;plyr;ggplot2;GGally;reshape2;scales;
368,hmsc,guiblanchet,HMSC,,MASS;coda;circlize;
369,dbia,guxiaobo,DBIA,,DBI;
370,mdatools,svkucheryavski,mdatools,,methods;
371,pcamethods,hredestig,pcaMethods,,Rcpp;Biobase;methods;BiocGenerics;Rcpp;MASS;matrixStats;lattice;
372,chartist,yutannihilation,chartist,,knitr;testthat;htmlwidgets;htmltools;dplyr;plyr;
373,rooxml,duncantl,ROOXML,,XML;Rcompression;methods;rimage;
374,hackr,hack-r,hackR,,
375,hackr,wrathematics,hackR,,
376,rbsmodels,santosneto,rbsmodels,,gamlss;pracma;nortest;
377,vitalsignsutilities,ConservationInternational,VitalSignsUtilities,,httr;R6;plyr;jsonlite;foreign;raster;rgdal;
378,gdeasier,namarkus,GDeasieR,,
379,textinfo,jaredlander,TextInfo,,MITIE;dplyr;magrittr;useful;networkD3;qdaplite;OrientExpress;httr;purrr;stringr;testthat;
380,clarifai,soodoku,clarifai,,curl;jsonlite;knitr;testthat;
381,loader,SantanderMetGroup,loadeR,,loadeR.java;rJava;utils;abind;RCurl;fields;downscaleR;ecomsUDG.Raccess;
382,vqtl,andrewparkermorgan,vqtl,,dglm;plyr;
383,vqtl,rcorty,vqtl,,dglm;evd;dplyr;RColorBrewer;gtools;stringr;plyr;
384,cawd,sfsheath,cawd,,
385,rodeo,dkneis,rodeo,,methods;deSolve;knitr;
386,lotkas,KCIV,LotkasLaw,,
387,callr,traitecoevo,callr,,jsonlite;docopt;testthat;
388,mountainplot,kwstat,mountainplot,,lattice;stats;knitr;latticeExtra;
389,advstatcomp,sebastianandersson,AdvStatComp,,Rcpp;LowRankQP;VGAM;glmnet;Rcpp;RcppArmadillo;RcppArmadillo;
390,qccheck,hragbalian,lrwmrksciqccheck,,doParallel;foreach;network;sna;igraph;
391,biomasafp,GabrielaLopez,BiomasaFP,,knitr;
392,r2doc,davidgohel,R2DOC,,rJava;methods;
393,cricketr,bbolker,cricketr,,dplyr;tidyr;ggplot2;lattice;rgl;numDeriv;bbmle;gridExtra;
394,cricketr,tvganesh,cricketr,,dplyr;plotrix;ggplot2;scatterplot3d;forecast;lubridate;XML;graphics;grDevices;stats;utils;
395,rpipe,slycoder,Rpipe,pkg,
396,rusmap,AnnDenisenko,rusmap,,ggplot2;sp;rgdal;dplyr;gridExtra;useful;
397,antweb,ropensci,AntWeb,,rjson;plyr;assertthat;httr;leafletR;
398,helloshu,ZZhiming,helloR,,
399,svar,mattdelhey,svar,,mAr;vars;glmnet;doMC;parallel;testthat;
400,ggtable,tlamadon,ggtable,,digest;plyr;reshape;stringr;ggplot2;
401,rbioformats,aoles,RBioFormats,,rJava;EBImage;BiocStyle;knitr;methods;microbenchmark;XML;
402,calenviroscreen,baaqmd,CalEnviroScreen,,dplyr;stringr;sp;XML;
403,meth,bmsousa,meth.R,,
404,lewybodies.sn.topdown,vladpetyuk,LewyBodies.SN.TopDown,,MSnbase;knitr;
405,arraytools,peytonm,arraytools,,testthat;
406,empatica,bwrc,empatica-r,,XML;
407,fdb1,davebraze,FDB1,,car;ggplot2;gplots;gridExtra;Hmisc;plyr;stringr;
408,meta,guido-s,meta,,grid;metafor;
409,mstools,vsbuffalo,mstools,,
410,gofastr,trinker,gofastr,,testthat;data.table;slam;SnowballC;stringi;tm;
411,rollply,alexgenin,rollply,,plyr;Rcpp;stringr;Rcpp;testthat;knitr;proj4;ggplot2;rgdal;tidyr;alphahull;rmarkdown;
412,arepa,czigler,arepa,,data.table;reshape2;fields;tools;utils;zoo;zipcode;sp;
413,hexbin,edzer,hexbin,,methods;lattice;grid;graphics;grDevices;stats;utils;marray;affy;Biobase;limma;
414,downloader,wch,downloader,,utils;digest;testthat;
415,smacpod,jpfrench81,smacpod,,spatstat;SpatialTools;plotrix;parallel;testthat;
416,idendr0,tsieger,idendr0,,tcltk;tkrplot;grDevices;graphics;stats;rggobi;DendSer;cluster;RColorBrewer;datasets;
417,bpsc,nghiavtr,BPSC,,stats;statmod;doParallel;foreach;knitr;
418,packageprueba,deybvagm,amnfis,,
419,mets,kkholst,mets,,timereg;lava;numDeriv;compiler;Rcpp;splines;survival;lava.tobit;prodlim;testthat;ucminf;Rcpp;RcppArmadillo;
420,roxygen.problem,Rappster,roxygen.problem,,
421,zeligchoice,IQSS,ZeligChoice,,methods;Zelig;MASS;VGAM;jsonlite;dplyr;testthat;knitr;
422,imarpe,imarpe,imarpe,,Hmisc;grid;lattice;survival;splines;Formula;
423,logitsgl,vincent-dk,logitsgl,,sglOptim;Matrix;sglOptim;Rcpp;RcppProgress;RcppArmadillo;BH;
424,attrition,acoppock,attrition,,
425,statskier,joranE,statskier,,DBI;RSQLite;RMySQL;ggplot2;plyr;reshape2;scales;grid;MASS;
426,npdata,nayanj,NPdata,,xml2;httr;rvest;curl;xml2;httr;rvest;curl;xts;dygraphs;data.table;quantmod;
427,bioc2015opencyto,gfinak,BioC2015OpenCyto,,ggcyto;flowWorkspace;openCyto;data.table;knitr;RColorBrewer;COMPASS;scales;
428,choosecolor,MarcoDVisser,choosecolor,,
429,rbitcoin,jangorecki,Rbitcoin,,data.table;RCurl;digest;jsonlite;knitr;
430,multifunc,jebyrnes,multifunc,,plyr;car;MASS;reshape2;ggplot2;gridExtra;
431,psy811,dmirman,psy811,,ggplot2;pbkrtest;reshape2;
432,masstimate,paleonic,MASSTIMATE_1.2,,
433,plusser,tophcito,plusser,,RCurl;RJSONIO;lubridate;plyr;
434,rispackage2,Bjerring,RISpackage2,,corpcor;boot;opencpu;
435,taxize,ropensci,taxize,,graphics;methods;stats;utils;httr;XML;jsonlite;reshape2;stringr;plyr;foreach;ape;bold;data.table;testthat;roxygen2;knitr;vegan;
436,ritis,ropensci,ritis,,RCurl;XML;
437,rispackage4,Bjerring,rispackage4,,corpcor;boot;
438,bootnet,SachaEpskamp,bootnet,,ggplot2;IsingFit;igraph;qgraph;dplyr;gtools;corpcor;IsingSampler;mvtnorm;abind;psych;
439,genomicintervaltree,hcorrada,GenomicIntervalTree,pkg,BiocGenerics;GenomicRanges;
440,clustercells,epurdom,clusterCells,,Biobase;BiocGenerics;NMF;RColorBrewer;ape;phylobase;cluster;stats;limma;dendextend;knitr;rmarkdown;diagram;testthat;
441,googledatasearch,estebanlp,GoogleDataSearch,,
442,simcopy,sbotond,simcopy,pkg,R.oo;ape;phylosim;R.oo;ape;phylosim;
443,scoremodel,evanwang1990,ScoreModel,,Rcpp;partykit;reshape2;data.table;Rcpp;
444,wgcna_corr,pjshort,wgcna_corr,,
445,ipo,glibiseller,IPO,,xcms;rsm;CAMERA;RUnit;BiocGenerics;msdata;mtbls2;knitr;parallel;
446,rnmf,RandomSeeds,rNMF,,nnls;knitr;
447,hercules,OHDSI,Hercules,,SqlRender;DatabaseConnector;rjson;
448,survnri,mdbrown,survNRI,,MASS;survival;
449,pubmed.network,corybrunson,pubmed.network,,R.utils;data.table;igraph;reshape2;R.utils;data.table;igraph;reshape2;knitr;
450,imgur,astatham,imgur-R-Package,,XML;RCurl;
451,uniqtag,sjackman,uniqtag,,testthat;
452,sheetseer,ropensci,sheetseeR,,
453,grasshopper,robertzk,grasshopper,,pbapply;testthat;testthatsomemore;knitr;
454,prevmap,barryrowlingson,PrevMap,,splancs;geoR;maxLik;raster;pdist;
455,rcustom,junkka,r-custom,,ggplot2;sp;rgdal;plyr;htmltools;rvest;testthat;
456,prevr,larmarange,prevR,,methods;sp;rgdal;ggplot2;directlabels;GenKern;fields;grid;gstat;foreign;maptools;tcltk;geoR;
457,gutils,jwalabroad,gUtils,,data.table;Rsamtools;BSgenome;IRanges;GenomicRanges;rtracklayer;Biostrings;abind;Matrix;VariantAnnotation;bitops;igraph;methods;parallel;
458,tschips,tbewer,tsChips,,bfastSpatial;
459,iris,OHDSI,Iris,,DatabaseConnector;SqlRender;DBI;mailR;testthat;
460,ocputests,rafaturtle,OCPUTests,,
461,palinsol,mcrucifix,Insol,,stats;gsl;
462,rsitecatalyst,randyzwitch,RSiteCatalyst,,jsonlite;httr;plyr;base64enc;digest;stringr;testthat;
463,pdtmvn,reichlab,pdtmvn,,plyr;mvtnorm;tmvtnorm;knitr;
464,medcalc,raffdoc,medcalc,,
465,ialsasynthesis,IALSA,IalsaSynthesis,,stats;testit;devtools;knitr;readr;testthat;
466,datanodes,jullybobble,datanodes,,readr;testthat;
467,bigalgebra,kaneplusplus,bigalgebra,,methods;bigmemory;bigmemory;BH;
468,cart,thomaszumbrunn,cart,,maps;maptools;rdyncall;sp;mapdata;methods;graphics;
469,rgoogletrends,omegahat,RGoogleTrends,,RCurl;RSQLite;DBI;
470,acjackmanr,acjackman,acjackmanr,,stringr;testthat;
471,jlutils,larmarange,JLutils,,TraMineR;ade4;questionr;cluster;riverplot;
472,spark,gaborcsardi,spark,,magrittr;utils;crayon;testthat;
473,mutt,johnlaing,mutt,,
474,dxbinom,dardisco,dxBinom,,rms;stats;statmod;graphics;speedglm;RColorBrewer;data.table;pROC;aod;knitr;
475,dxbinom,dardisco,dxLogistic,,rms;stats;statmod;graphics;speedglm;RColorBrewer;data.table;pROC;aod;knitr;
476,iol,enbrown,iol-calculations,,testthat;
477,vars,erikvankempen,vars,,MASS;strucchange;urca;lmtest;
478,ioregression,kaneplusplus,ioregression,,adf;lars;Matrix;testthat;
479,qlcrecode,cysouw,qlcRecode,,yaml;knitr;
480,song,StefanoAllesina,song,,ggplot2;reshape2;
481,itfilt,binma,itfilt,,
482,usbroadband,rOpenGov,usbroadband,,RCurl;RJSONIO;
483,paleocorer,paleocore,paleocoreR,,
484,rnkm,drtagkim,rNKm,,dplyr;foreach;stringr;plot3D;scales;igraph;knitr;
485,it2,gelfondjal,IT2,,methods;igraph;digest;DBI;RSQLite;fields;gplots;shiny;R2HTML;pander;rmarkdown;
486,couchdb,xrayresearch,RcouchDB,,RCurl;bitops;httr;rjson;
487,rclinicalcodes,rOpenHealth,rClinicalCodes,,stringr;RCurl;XML;rjson;tm;testthat;roxygen2;
488,narchiver,njanetos,narchiveR,,RMySQL;data.table;gdata;DBI;fields;knitr;testthat;
489,narchiver,njanetos,narchiveR-temp,,RMySQL;data.table;gdata;DBI;fields;knitr;testthat;
490,cats,DavidWilks,cats2,,
491,cats,atomczik,cats,,
492,cats,hilaryparker,cats,,httr;ggplot2;jpeg;testthat;
493,cats,jhinchoh,cats,,
494,cats,jmartinez14,test,,
495,cats,olawole,cats,,
496,cats,poisoncreed,cats,,
497,cats,ryoual,cats,,
498,cats,tsangyp,cat,,
499,brcindicators,BiologicalRecordsCentre,BRCindicators,,ggplot2;mgcv;reshape2;
500,rmvpa,bbuchsbaum,rMVPA,,caret;neuroim;randomForest;iterators;itertools;parallel;foreach;sda;doParallel;MASS;futile.logger;glmnet;io;stringr;Matrix;mefa4;optparse;Metrics;memoise;e1071;RUnit;testthat;
501,zeliggam,IQSS,ZeligGAM,,Zelig;mgcv;testthat;knitr;
502,d3wordcloud,jbkunst,d3wordcloud,,htmlwidgets;
503,cp1919,coolbutuseless,CP1919,,
504,mptools,johnbaums,mptools,,rgdal;sp;animation;lattice;zoo;
505,txdb.tcruziclbrener.tritryp25.genes,elsayed-lab,TxDb.TcruziCLBrener.tritryp25.genes,,GenomicFeatures;GenomicFeatures;AnnotationDbi;
506,masontest,amoeba,masontest,,testthat;
507,functools,paulhendricks,functools,,testthat;memoise;pryr;
508,caricrture,chrisbrunsdon,caricRture,,dplyr;rgeos;showtext;sp;OpenStreetMap;knitr;
509,bis180l,rjcmarkelz,BIS180L,,ggplot2;igraph;MBCluster.Seq;Biostrings;
510,bodenmiller,yannabraham,bodenmiller,,ggplot2;dplyr;reshape2;RColorBrewer;knitr;rmarkdown;
511,splitstackshape,mrdwab,splitstackshape,,data.table;
512,beeit,ibartomeus,BeeIT,,knitr;
513,ggtheme,jschoeley,ggtheme,,ggplot2;grid;scales;
514,is2,nxdao2000,is2,,pomp;stats;graphics;mvtnorm;deSolve;coda;
515,helper,benmack,helpeR,,
516,citadels,adrtod,citadels,,
517,abctools,dennisprangle,abctools,,abc;abind;parallel;plyr;ggplot2;abc.data;
518,binomsamsize,hoehleatsu,binomSamSize,,binom;
519,platemap,smgogarten,PlateMap,,RUnit;
520,xbioc,renozao,xbioc,,methods;Biobase;AnnotationDbi;stats;pkgmaker;repotools;hgu133plus2.db;org.Hs.eg.db;
521,lakeattributes,lawinslow,lakeattributes,,dplyr;
522,regtex,walshc,regTex,,
523,emmageo,coffeemuggler,EMMAgeo,,GPArotation;limSolve;shape;shiny;
524,neuralnettools,fawda123,NeuralNetTools,,ggplot2;nnet;reshape2;scales;tidyr;caret;neuralnet;RSNNS;
525,hipchat,robertzk,hipchat,,httr;jsonlite;testthat;testthatsomemore;knitr;
526,complementarydomainprioritization,Anderson-Lab,ComplementaryDomainPrioritization,,GSEABase;XML;KEGGREST;RCurl;knitr;
527,rpensoft,ropensci,rpensoft,,
528,networkreporting,dfeehan,networkreporting,,functional;ggplot2;plyr;reshape2;stringr;knitr;
529,pipeline,bradleydrayton,pipeline,,devtools;XML;
530,highfrequencygsoc,jonathancornelissen,highfrequencyGSOC,,xts;highfrequency;MASS;numDeriv;sandwich;
531,shrinkr,mandymejia,shrinkR,,genefilter;
532,ggthemr,cttobin,ggthemr,,scales;ggplot2;
533,rhealthdatagov,rOpenHealth,rHealthDataGov,,bit64;httr;
534,encryptr,dide-tools,encryptr,,rappdirs;sodium;knitr;tcltk;testthat;
535,argufy,gaborcsardi,argufy,,methods;testthat;disposables;
536,mbasic,chandlerzuo,mbasic,,Rcpp;testthat;BiocStyle;cluster;doParallel;foreach;GenomicRanges;ggplot2;gplots;gtools;MASS;mclust;methods;msm;Rcpp;
537,r2bugs,dlebauer,r2bugs,,rjags;testthat;
538,kwb.hantush,KWB-R,kwb.hantush,,lattice;hydroGOF;
539,ggplot2.heatmap,stela2502,ggplot2.Heatmap,,gplots;ggplot2;reshape2;grid;testthat;
540,forskaller,csf-ngs,forskaller,,plyr;Hmisc;rjson;RCurl;
541,onlinepca,ddegras,Online-PCA,,stats;rARPACK;
542,grimport,pmur002,grimport,,methods;grid;XML;lattice;cluster;colorspace;survival;
543,nbpmatching,couthcommander,nbpMatching,,methods;stats;Hmisc;MASS;utils;testthat;
544,pivotalr,pivotalsoftware,PivotalR,,methods;Matrix;DBI;RPostgreSQL;shiny;testthat;tools;rpart;randomForest;
545,erkerlinesonmap,TedwardErker,ErkerLinesOnMap,,ggplot2;ggmap;rgdal;testthat;magrittr;knitr;rmarkdown;
546,t1fundamentals,tcspears,t1Fundamentals,,quantmod;lubridate;XML;plyr;
547,tfsr,stephlocke,tfsR,,testthat;knitr;httr;data.table;jsonlite;random;
548,camo,metacran,camo,,falsy;magrittr;assertthat;
549,connectir,czarrar,connectir,,methods;plyr;testthat;foreach;bigmemory;biganalytics;bigalgebra;bigextensions;niftir;Rcpp;RcppArmadillo;Rcpp;RcppArmadillo;bigmemory;BH;bigalgebra;
550,drat,eddelbuettel,drat,,utils;git2r;knitr;
551,drat,homerhanumat,drat,,
552,nectr,spoonbill,nectr,,ggplot2;reshape2;igraph;
553,fuji,GuangchuangYu,fuji,,methods;AnnotationDbi;clusterProfiler;DOSE;
554,pannetassigner,syspremed,PanNETassigner,,
555,confusion,jeanpetric,confusion,,
556,uniquorn,RaikOtto,Uniquorn,,stringr;DBI;R.utils;WriteXLS;testthat;
557,rlandscape,gregorp,rlandscape,,spatstat;deldir;knitr;
558,ewdskalowanie,tzoltak,EWDskalowanie,,
559,rtography,tim-salabim,Rtography,,
560,hbpjdbcconnect,LREN-CHUV,hbpjdbcconnect,,RJDBC;jsonlite;testthat;
561,rskat2,lian0090,RSKAT2,,minqa;
562,digestr,adsteen,digestR,,
563,rtesseract,duncantl,Rtesseract,,methods;png;rtiff;
564,datastream2r,CharlesCara,Datastream2R,,RCurl;xts;SSOAP;XMLSchema;XML;zoo;stringr;
565,vision6,gorcha,vision6,,httr;jsonlite;stringr;testthat;
566,imudata,SMAC-Group,imudata,,gmwm;
567,soma,jonclayden,soma,,reportr;
568,hregression,pdhoff,hregression,,knitr;
569,f24.r2.cycling,naef-lab,f24,,
570,pythonic,sinhrks,pythonic,,
571,ecospace,pnovack-gottshall,ecospace,,FD;
572,googlesheets,jennybc,googlesheets,,cellranger;dplyr;httr;plyr;readr;stats;stringr;tidyr;utils;XML;xml2;covr;ggplot2;knitr;testthat;rmarkdown;
573,rsound,yutannihilation,rsound,,Rcpp;R6;Rcpp;knitr;
574,preppackage,pnnl,prepPackage,,devtools;Smisc;roxygen2;testthat;
575,stream,mhahsler,stream,,methods;proxy;animation;clue;cluster;clusterGeneration;dbscan;fpc;graphics;grDevices;MASS;mlbench;Rcpp;stats;utils;DBI;rJava;RSQLite;testthat;Rcpp;
576,linkedepi,mnel,linkedEpi,,
577,brainmapr,hms-dbmi,brainmapr,,knitr;rgl;
578,metaframe,jknowles,metaframe,,rmarkdown;methods;knitr;testthat;data.table;
579,fmiquery,vjuutilainen,fmiquery,,xml2;dplyr;
580,griffun,SathishN,griffun,,xts;timeDate;RCurl;XML;quantmod;stringr;Hmisc;
581,griffun,drewgriffith15,griffun,,nlme;testthat;
582,car2,selva86,car2,,ggplot2;
583,grammarofvariationdata,JoFrhwld,grammarOfVariationData,,
584,rd2roxygen,yihui,Rd2roxygen,,roxygen2;formatR;knitr;rmarkdown;
585,argsparsr,albertofranzin,argsparsR,,methods;
586,marinevessels,rich-iannone,MarineVessels,,
587,capm,oswaldosantos,capm,,deSolve;FME;survey;ggplot2;reshape2;shiny;grid;rgdal;maptools;sp;
588,ph525x,genomicsclass,ph525x,,Homo.sapiens;TxDb.Hsapiens.UCSC.hg19.knownGene;org.Hs.eg.db;GO.db;RSQLite;DBI;OrganismDbi;GenomicFeatures;AnnotationDbi;Biobase;grid;GenomicRanges;GenomeInfoDb;S4Vectors;BiocGenerics;seqc;rmarkdown;knitr;weaver;BiocInstaller;IRanges;png;grid;Biobase;
589,mcmcglamour,mja,mcmcglamour,,plyr;coda;MCMCglmm;
590,mixtureprediction,d4gg4d,mixture-prediction,pkg,ggmap;ggplot2;gridExtra;plyr;reshape2;caret;
591,qetx,EDiLD,qetx,,vegan;
592,proh,renlund,proh,,knitr;Hmisc;testthat;rmarkdown;
593,zeliggee,zeligdev,ZeligGEE,,Zelig;gee;
594,proj,ropensci,proj,,V8;jsonlite;
595,kylemisc,kylebittinger,kylemisc,,testthat;vegan;ggplot2;
596,antiprofiles,hcorrada,succs,pkg,matrixStats;methods;antiProfilesData;RColorBrewer;
597,msgfplus,thomasp85,MSGFplus,,methods;mzID;gWidgets;knitr;testthat;
598,msgfplus,thomasp85,MSGFplus-release,,methods;mzID;gWidgets;knitr;testthat;
599,rfinancej,teramonagi,RFinanceJ,,testthat;dplyr;magrittr;XML;xts;
600,ukweatherapi,timothy-wong,ukweatherapi,,RCurl;XML;
601,proc,xrobin,pROC,,plyr;utils;methods;Rcpp;microbenchmark;tcltk;MASS;logcondens;doParallel;Rcpp;
602,rrelrates,rachelss,rrelrates,,rensembl;phytools;phangorn;plotrix;ape;biomaRt;GO.db;ips;testthat;
603,tcsamfunctions,wStockhausen,tcsamFunctions,,ggplot2;graphics;RColorBrewer;reshape2;
604,uswebr,jmlondon,uswebr,,ggplot2;sysfonts;showtext;rmarkdown;knitr;scales;
605,quantspec,tobiaskley,quantspec,,stats4;testthat;methods;graphics;quantreg;abind;zoo;snowfall;Rcpp;Rcpp;
606,wofostats,zsteinmetz,wofostats,,
607,usaddressextract,towinazure,USAddressExtract,,
608,danter,ttaverner,DanteR,,gWidgets;gWidgetsRGtk2;RGtk2Extras;RODBC;e1071;plotrix;reshape;nlme;rgl;gplots;car;outliers;RSQLite;scatterplot3d;colorspace;ellipse;MASS;pls;diagram;methods;
609,coursebio3d,davfre,courseBio3D,,
610,cranium,gastonstat,cranium,,XML;stringr;tm;igraph;
611,clio.infra,rlzijdeman,clio_infra,,
612,matchcall,brodieG,matchcall,,knitr;unitizer;
613,rnpn,ropensci,rnpn,,methods;httr;jsonlite;stringr;plyr;data.table;ggplot2;
614,capr,icj,capr,,dplyr;RCurl;stringr;
615,wccmh,JamesDalrymple,wccmh,,data.table;EquaPac;zoo;english;
616,r.elasticsearch,namdle,r.elasticsearch,,RCurl;jsonlite;data.table;
617,simgen,dalejbarr,simgen,,lme4;parallel;MASS;Matrix;clusterGeneration;testthat;
618,phyloprofilesuppl,YulongNiu,PhyloProfileSuppl,,networkD3;RCurl;
619,gesper,cbg-ethz,gespeR,,Matrix;glmnet;cellHTS2;Biobase;biomaRt;doParallel;parallel;foreach;reshape2;dplyr;methods;graphics;ggplot2;knitr;
620,batip,kanosuke,batip,,plyr;dplyr;
621,relegater,JensAdamczak,relegater,,
622,aoos,wahani,aoos,,methods;magrittr;utils;roxygen2;testthat;knitr;microbenchmark;R6;
623,sourcer,ecos-umons,sourceR,,data.table;digest;testthat;
624,mfdb,mareframe,mfdb,,logging;DBI;RPostgreSQL;unittest;
625,door.data,Dahaniel,DoOR.data,,utils;DoOR.functions;
626,rhcpp,mvaniterson,Rhcpp,,Rcpp;BiocParallel;ellipse;Rcpp;RcppArmadillo;
627,moreutils,dwinter,MoreUtils,,
628,pings,dichika,pings,,beepr;dplyr;
629,pingr,gaborcsardi,pingr,,testthat;
630,termco,trinker,termco,,ca;clipr;data.table;dplyr;ggplot2;grid;gridExtra;quanteda;SnowballC;stringi;tidyr;tm;utils;wordcloud;knitr;rmarkdown;qdapRegex;rgl;testthat;
631,fastqcqualityreports,biorelated,FastqcQualityReports,,rjson;dplyr;reshape2;ggplot2;cowplot;
632,knitro,romainfrancois,KNITRO,,Rcpp;Rcpp;
633,convertdss,usbr,convertdss,,dssrip;RSQLite;lubridate;data.table;RNetCDF;ncdf4;
634,funr,sahilseth,funr,,utils;
635,snorm,moosik,snorm,,ggplot2;reshape2;corpcor;
636,uvabitsetl,LifeWatchINBO,uva-bits-etl,,testthat;lubridate;DBI;data.table;geosphere;maptools;sp;raster;testthat;knitr;data.table;
637,sovereigncrisis,jcizel,SovereignCrisis,,data.table;xlsx;xts;ggplot2;scales;gridExtra;GGally;GeneralUtilities;foreach;doParallel;xtable;stringr;LaTeXTableGems;WorldBankAPI;lubridate;testthat;
638,minimist,jeroenooms,minimist,,V8;
639,aggrmesh,balcomes,aggRmesh,,
640,plottabler,timelyportfolio,plottableR,,htmlwidgets;htmltools;knitr;testthat;
