pkgName,Repo,ExtDependencies
aroma.affymetrix,HenrikBengtsson/aroma.affymetrix,R.cache;splines;R.methodsS3;R.filesets;R.oo;aroma.affymetrix;aroma.core;MASS;R.devices;methods;matrixStats;R.utils;aroma.apd
sodi,noamross/sodi,plotrix;plyr;stringr;Rcpp;ggplot2;RcppArmadillo;spatstat;doMC;data.table;sodi;Bolstad;manipulate;microbenchmark;reshape2;multicore;scales;Hmisc
federalregister,rOpenGov/federalregister,RJSONIO;RCurl
binomsamsize,hoehleatsu/binomSamSize,binom
rtdameritrade,greentheo/RTDAmeritrade,xts;RCurl;XML;zoo;sfsmisc
valfilr,MansMeg/valfilr,stringr;XML;plyr
pbp,wrbrooks/pbp,RSQLite;XML;RCurl
groundwater,jdeines/groundwater,rgdal;rhdf5;raster
cmtkr,jefferis/cmtkr,Rcpp;cmtkr;testthat
svgg,mplourde/svgg,proto;gridExtra;shiny;grid;RJSONIO;ggplot2;htmltools;scales;gridSVG
finstrument,phenaff/R-Package-fInstrument,fInstrument;fExoticOptions;empfin;methods;fAsianOptions;timeSeries;fOptions
contestreamflow,anarosner/conteStreamflow,grid;maptools;ggplot2;MASS;foreign;waterData;DataCombine;rgeos;deldir;sp;reshape2;plyr;EcoHydRology;lubridate;rgdal;USGSwsStats;lme4;topmodel;conteStreamflow;zoo;nlme
expagenda,christophergandrud/ExpAgenda,tm;DataCombine;plyr;MCMCpack;reshape2
rfunctions,jaredhuling/rfunctions,rfunctions;Rcpp;Matrix;parallel;doMC;doParallel;RcppEigen;methods;doSNOW;knitr
inbredpermute,eriqande/inbredPermute,;plyr
dygraphs,rstudio/dygraphs,xts;htmlwidgets;testthat;datasets;dygraphs;zoo;magrittr
myrtoolbox,ntncmch/myRtoolbox,gridExtra;grid;plyr;dplyr;stringr;ggplot2;lubridate
devtoolsrcpp11test,drfinlayscott/devtoolsRcpp11Test,Rcpp
liremininterieur,joelgombin/LireMinInterieur,shiny;LireMinInterieur
twsmktdata,rfitz543/tws_mktdata,IBrokers;quantmod;quantstrat;FinancialInstrument;twsInstrument
sinkr,menugget/sinkr,vegan;irlba;maps
seedprod,rkrug/seedProd,spgrass6
travisreleasetest,ajdm/travisreleasetest,testthat
harbor,wch/harbor,jsonlite
helprfunctions,adam-m-mcelhinney/helpRFunctions,caret;testthat;helpRFunctions
dyngame,skranz/dyngame,codetools;proftools;Rcpp;skUtils;gWidgets;restorepoint;gWidgetstcltk;repgames;lattice;rgmpl;matrixStats
arrr,noamross/arrr,utils
arpobservation,jepusto/ARPobservation,plyr;ARPobservation;testthat;ggplot2;reshape2
r2phylowood,eliotmiller/R2phylowood,ape;phytools
transformsurveytools,ivanhanigan/TransformSurveyTools,partykit;tree;rpart
cgbtutorial,mtmorgan/CGBTutorial,Biobase
aramis,mrpozzi/ARAMIS,LearnBayes;MASS;graphics;survival;methods
girji,zhangway/girji,
fun,yihui/fun,rgl
trackrr,JulianHill/trackrR,rCharts;rjson;ggmap
progguiinr,jverzani/ProgGUIinR,grid;tseries;gWidgets;ggplot2;MASS;XML;iv;digest;tkrplot;objectProperties;qtutils;tcltk;RGtk2;evaluate;R2HTML;qtbase;party;svMisc;methods;cairoDevice;ProgGUIinR;EBImage;utils
dotenv,gaborcsardi/dotenv,magrittr;dotenv;falsy
biocinstaller,dtenenba/BiocInstaller_2.12,BiocInstaller
rautogenruntime,omegahat/RAutoGenRunTime,methods;bitops;RAutoGenRunTime
rdsmgenesig,jtleek/rdsmGeneSig,GEOquery;hgu133plus2frmavecs;AnnotationDbi;hthgu133afrmavecs;tspreg;knitrBootstrap;healthvis;survHD;survAUC;affyio;frma;sva;affy;knitr;inSilicoMerging
pnn,chasset/pnn,pnn;rgenoud
pisa,jbryer/pisa,memisc;mice;devtools;pisa
knnflex,Dasonk/knnflex,class
bitr,GuangchuangYu/bitr,org.Hs.eg.db;AnnotationDbi;biomaRt;plyr
hbase,s-u/hbase,rJava
rgalaxy,dtenenbaum/RGalaxy.test,;tools;hgu95av2.db;digest;RSclient;RGalaxy;Biobase;XML;roxygen2;methods;optparse;BiocGenerics
ggplotfl,flr/ggplotFL,gridExtra;plyr;ggplotFL;ggplot2;reshape2;FLCore
lnssimple,pdbaines/LNSSimple,neldermead;doMC;coda;LNSSimple
poweranalyze,unsignedzero/PowerAnalyze,gplots;e1071
earlywarning,cboettig/earlywarning,plyr;deSolve;ggplot2;psych;methods;reshape2;Hmisc
robusthd,aalfons/robustHD,parallel;MASS;ggplot2;robustbase;perry;stats
coyote,karthik/coyote,ggplot2
crash,jdanielnd/crash,Rcpp
clusteval,ramhiser/clusteval,Rcpp;parallel;testthat;ggplot2;mvtnorm;clusteval
popbamtools,geneva/POPBAMTools,ape
xplore,UMCTM/Xplore,proto;assertthat;plyr;PKPDmisc;ggplot2;reshape2
packagedir,stochasticTreat/simpath,grid;rBiopaxParser;ggplot2;hwriter;hwriterPlus;HGNChelper;VennDiagram;tcltk;RCytoscape;gridExtra;graph;RCurl;plyr;RUnit;methods;calibrate;biomaRt;graphite;tools;shiny;xtable
ncradflux,steingod/R-ncradflux,;RNetCDF
armtree,jacsor/ARMtree,Rcpp;RcppArmadillo;igraph
spudr,seananderson/spudr,stringr;httr;lubridate
examiner,jrnold/examiner,yaml;plyr;stringr;whisker;methods
qbase,tussilago/Qbase,KernSmooth
rcrimemap,woobe/rCrimemap,rCharts;plyr;dplyr;rjson;rMaps;ggmap
rsstd,albhasan/rsstd,rsstd;maptools;parallel;testthat;roxygen2;rgdal;TSA;maps
frair,dpritchard/frair,emdbook;parallel;bbmle;boot;stats4
helloworld,c5sire/helloworld,helloworld;testthat
examplr,Rappster/examplr,compiler;conditionr;devtools
focusmapr,SENSUM-project/focusmapr,rgdal;spatstat;raster
sendmailr,themel/sendmailR,base64
bcc,Sage-Bionetworks/BCC,sessionTools;BCC;predictiveModeling;MASS;methods;survival;randomSurvivalForest;utils;synapseClient
predcurver,sachsmc/predcurver,predcurver;shiny
genomiccache,lianos/GenomicCache,GenomicRanges;rtracklayer;foreach;testthat;ggplot2;GenomicFeatures;BiocGenerics;ShortRead;IRanges;Biostrings;AnnotationDbi;RCurl;plyr;RSQLite;annotate;methods;SeqTools;biomaRt;DBI;data.table;utils
qfin,tussilago/Qfin,Qits;its;StochLab;Qbase
mpmisc,mmparker/mpmisc,RODBC;gridExtra;ggplot2;xtable;lubridate
handysmurf,eshilts/handysmurf,methods;utils;roxygen2
arraytv,rscharpf/ArrayTV,foreach;oligoClasses;doParallel;methods;DNAcopy
spatsurvvis,barryrowlingson/spatsurvvis,ggplot2;survival;sp;proto
foria,Rawrqs/ForIA,tseries;ggplot2;plm;zoo;mFilter
panr,Altons/panr,ggplot2;sampling;useful
lagr,ericox/lagr,lambda.r;plyr
ccpaper,rmflight/ccPaper,hgu95av2.db;GEOquery;org.Hs.eg.db;ggplot2;categoryComparePaper;ALL;GO.db;GEOmetadb;limma;colorspace;org.Rn.eg.db;snowfall;RCytoscape;org.Mm.eg.db;graph;rat2302.db;hgu133plus2.db;xtable;ccPaper;affy;mouse4302.db
growthcal,ivylee/growth-calculator,shiny
stravr,mpearmain/StravR,rjson;RCurl
ksi,richfitz/ksi,ape;diversitree
knitr,phamhien/knitr,tools;rgl;gWidgetsWWW2;shiny;highr;digest;testit;stringr;evaluate;grid;formatR;R2SWF;ggplot2;XML;markdown;knitr
caseriation,gianmarcoalberti/CAseriation,plotrix;FactoMineR;xlsx;ca;ggplot2;rJava;seriation
cppinfo,richfitz/cppinfo,cppinfo;testthat;XML;R6
constable,mrpozzi/conSTable,conSTable;msm;devtools
apps,jeroenooms/apps,tools
pheno2geno,KonradZych/phenotypes2genotypes,VGAM;RankProd;pheno2geno;graphics;qtl;mixtools;utils;stats
dispensr,barryrowlingson/dispensr,rvest
lpparser,larsJonsen/lpParser,Matrix;lpSolveAPI
poel,abarbour/poel,Rcpp;reshape2;plyr
photospec,bryanhanson/photoSpec,rgl;digest;plyr;munsell;grid;splancs;colorspace;aqp;princurve
threeboost,jwolfson/threeboost,Matrix;mvtnorm
quantemp,trinker/quantemp,;tools;reports;RColorBrewer;plyr;grid;plotflow;ggplot2;reshape2;scales
gridsampler,markheckmann/gridsampler,plyr;ggplot2;reshape2;cairoDevice;RGtk2
braidppt,andrie/braidppt,R2PPT;rcom;RDCOMClient;braid
bbscraper,cpsievert/bbscrapeR,plyr;stringr;XML2R;testthat;XML;RSelenium;bbscrapeR;jsonlite
copasutils,AndersenLab/COPASutils,kernlab;dplyr;stringr;ggplot2;reshape2;knitr
mpg,rOpenGov/mpg,;XML
randomforest,fuentesdt/randomForestDbgSrc,RColorBrewer;stats
readgps,dill/readGPS,ggplot2;readGPS;lubridate;ggmap
hhtutils,tamhok/hht_utils,gplots;grid
fportfolio,dengyishuo/fPortfolio,quadprog;Rdonlp2;MASS;timeDate;fBasics;Rglpk;robustbase;methods;fAssets;timeSeries
singlecellanalysis,amcdavid/SingleCellAnalysis,SingleCellAnalysis;glmnet;proto;RColorBrewer;plyr;stringr;gplots;Matrix;brglm;testthat;igraph;reshape;MASS;ggplot2;abind;GGally;SingleCellAssay
firstnamesbe,nassimhaddad/firstnamesbe,utils;plyr
tabularmanifest,Melinae/TabularManifest,grid;plyr;grDevices;TabularManifest;testthat;datasets;ggplot2;mgcv;scales;devtools;stats
multiframegraph,sdownin/MultiframeGraph,igraph
guessfm,chr1swallace/GUESSFM,glmnet;cpm;gridExtra;snpStats;grid;bcp;Matrix;parallel;testthat;reshape;ggbio;VGAM;ggplot2;cluster;GUESSFM;methods;R2GUESS
metabex,maxconway/metabex,sybil;genomes;GEOquery;shiny;R.matlab;metabex;grid;plyr;kernlab;stringr;limma;RCurl;dplyr;igraph;ggplot2;compiler;lmtest;miner;RCytoscape;stats
totopojson,joelgombin/toTopoJSON,sp;rgdal
testadmb,einarhjorleifsson/testADMB,R2admb
rux,sakrejda/Rux,gamlss;gaga;Rcpp;MASS;ggplot2;RcppArmadillo
shinystore,trestletech/shinyStore,shinyStore;RJSONIO;shiny;PKI
povray,ozjimbob/r-povray,grDevices
yourcast,IQSS/YourCast,gridExtra;grid;ggplot2;lattice;reshape2;foreign
ranno,zhixingfeng/Ranno,Rcpp;genomeIntervals
moda,ELetier/moda,testthat;moda;triangle;microbenchmark
bedcollr,kindlychung/bedcollr,bedcollr;devtools;Rcpp;RcppArmadillo;manqq;R.utils
genesearchr,dritoshi/genesearchr,GenomicRanges
dukestats,dnuttle/dukestats,stats
reltools,machow/reltools,plyr;cocron;reshape;boot;psy
otoclass,calbertsen/otoclass,shiny;Rcpp;mvtnorm;otoclass;raster;rmarkdown
surveyor,andrie/surveyor,RColorBrewer;plyr;grid;stringr;ggplot2;surveydata;xtable;latticeExtra;data.table;lattice;reshape2;scales;Hmisc
chinaweather,bsspirit/chinaWeather,RColorBrewer;RCurl;maptools;mapdata;testthat;XML;maps
gscraper,jefferis/gscraper,XML
big.char,jayemerson/big.char,itertools;foreach;testthat;doMC;methods;bigmemory
mobster,applett/mobster,mobster;data.table;testthat
climateutils,dlebauer/climate-utils,hexbin;maptools;ggplot2;reshape;ClimateUtils;lubridate;data.table;ggmap;sp;RNCEP;PEcAn.all;maps
vggtheme,vlandham/vggtheme,ggplot2;ggthemes
dma,ttriche/dma,mnormt;survival;MASS
tablegrob,baptiste/tablegrob,grid;tablegrob;gtable;plyr
bmc,ropensci/bmc,assertthat;plyr;httr;stringr;XML;methods
geovalidation,davharris/geovalidation,;raster
panda,nickytong/PANDA,cluster;PANDA;GO.db
quantstrat,R-Finance/quantstrat,doRedis;xts;PerformanceAnalytics;foreach;quantstrat;testthat;qmao;doSMP;FinancialInstrument;blotter;doParallel;doMC;PortfolioAnalytics;twsInstrument;TTR
favertools,JoFrhwld/FAVErtools,reshape2;plyr
importr,PirateGrunt/ImportR,RODBC;lubridate
shinysignals,hadley/shinySignals,magrittr;shiny
pmisc,pjnewcombe/Pmisc,ROCR;Pmisc;hapsim;roxygen2
log4r,johnmyleswhite/log4r,log4r;optparse;testthat
rspringer,ropensci/rspringer,RJSONIO;XML;RCurl
shinyacecodeinput,saurfang/shinyAceCodeInput,shiny;dplyr;shinyAceCodeInput;htmltools;ggvis;reshape2;mgcv
rtotime,jmp75/RtoTIME,yaml;RtoTIME;testthat;rClr;roxygen2;zoo
iptoolkit,Daniel-t/IPToolkit4R,stringr
mochmodeldata,philliplab/mochModelData,reshape2;digest;testthat;mochModelData
fakepackage,luckyrandom/test-r-travis,testthat;assertthat
rnodejs,noamross/rnodejs,stringi;jsonlite;RCurl
vectype,barryrowlingson/vectype,plyr
hellorjava,aoles/helloRJava,rJava
gcbd,eddelbuettel/gcbd,gcbd;plyr;RSQLite;getopt;reshape;lattice
synapseclient,Sage-Bionetworks/rSynapseClientRewrite,tools;digest;RCurl;RJSONIO;Biobase;methods;affy;synapseClient
meteopv,mbask/meteopv,RCurl;ggplot2;lubridate;XML;reshape2
hydrogeo.p,abarbour/hydrogeo,reshape2
comgenr,CommunityGeneticsAnalyses/ComGenR,sna;bipartite;pbapply;ecodist;vegan;igraph
pems,JaredSun26/pems,changepoint
eulerbending,kmiddleton/EulerBending,ggplot2;gridExtra;dfoptim
plotroc,sachsmc/plotROC,shiny;grid;plotROC;ggthemes;testthat;ggplot2;gridSVG;knitr
genomics,drmjc/genomics,excelIO;IRanges;Biostrings;mjcbase
pwa,daroczig/PWA,tcltk;signal;forecast
rseleniumutilities,greenore/RSeleniumUtilities,tools;stringdist;transformR;RSelenium;methods;caTools
vrap,eeholmes/test,stringr;compiler
aroma.apd,HenrikBengtsson/aroma.apd,R.huge;R.methodsS3;R.oo;R.utils
pv,podpearson/pv,GenomicRanges;gridExtra;RColorBrewer;RMySQL;IRanges;gplots;ggplot2;VariantAnnotation;reshape2;Biostrings;BiocGenerics
asomodels,lykkep/ASOmodel,TeachingDemos;deSolve;drc;nleqslv;sfsmisc;rootSolve
date.reader,decisionpatterns/date.reader,date.reader;lubridate;testthat
vit,garrettgman/Visual-Inference-Tools,dichromat;RODBC;plyr;grid;gWidgets;gWidgetsRGtk2;RGtk2
tarrenmills,beader/tarrenmills,tarrenmills;testthat
rufldl,hetong007/rUFLDL,AUC;Matrix
stocc,dsjohnson/stocc,fields;Matrix;coda;irlba;truncnorm;stocc
plyrmr,RevolutionAnalytics/plyrmr,R.methodsS3;plyrmr;digest;plyr;dplyr;lazyeval;rmr2;rjson;quickcheck;functional;memoise;reshape2;Hmisc;stats
qme,zief0002/QME,;R6;difR;testthat;ggplot2;QME
alphashape3d,tlafarge/alphashape3d,rgl;alphashape3d;alphahull;geometry;penalizedSVM
mnest,dbarneche/mNest,vegan;bipartite
deathstar,armstrtw/deathstar,methods;rzmq
efdr,andrewzm/EFDR,dplyr;Matrix;parallel;foreach;waveslim;tidyr;doParallel;sp;gstat
wrs,nicebread/WRS,tools;devtools
ala4r,mbohun/test-ALA4R,digest;assertthat;plyr;httr;RCurl;stringr;data.table;sp;jsonlite
rappdirs,hadley/rappdirs,methods;testthat
rdputils,jfq3/RDPutils,reshape2;phyloseq
big.data.frame,jayemerson/big.data.frame,big.char;itertools;Rcpp;iterators;foreach;testthat;doMC;methods;doSNOW;big.data.frame;bigmemory
tsgrsdk,Promorphics/appstax-rsdk,RCurl;stringr;RJSONIO;RUnit;methods
clanlattice,claus-e-andersen/clanLattice,clanTools;lattice;grid
objectsignals,ggobi/objectSignals,methods
linechart,hardmanko/LineChart-package,LineChart
fishvise,einarhjorleifsson/fishvise,rgeos;plyr;stringr;RSQLite;R2admb;ggplot2;lubridate;sp;reshape2
mcmcsa,kralljr/MCMCsa,MCMCpack;corpcor;mvtnorm;truncnorm
openarray,mccallm/openArray,parallel;utils;Biobase;methods;HTqPCR
rorranking,pawelrychly/rorranking,RXMCDA;hitandrun;ROI.plugin.glpk;rorranking;testthat;ROI;ror;rJava
medrc,daniel-gerhard/medrc,multcomp;plyr;statmod;gtools;ggplot2;drc;nlme
mapping,jaredlander/mapping,useful;plyr;maptools;ggplot2;scales
resistanceoptimization,wpeterman/ResistanceOptimization,plyr;ResistanceOptimization;lme4;raster;devtools
hierarchicaldf,jeffwong/hierarchical_df,plyr
mfdb,mareframe/mfdb,DATRAS;geo;plyr;logging;mfdb;fjolst;DBI;data.table;unittest;RPostgreSQL
antiprofiles,hcorrada/succs,;Biobase;matrixStats;methods;antiProfilesData
tmlecte,lendle/tmlecte,SuperLearner
dominanceanalysis,clbustos/dominanceAnalysis,lme4;boot;glmmextra
maker,richfitz/maker,remake;maker;testthat
timetraveler,maelick/timetraveleR,igraph
importemfit,crtahlin/emfit,jsonlite
seqpatch,zhixingfeng/seqPatch,seqPatch;Rcpp;Hmisc
v8r,jo-tham/v8r,v8r;dplyr;testthat;ggplot2;XML;magrittr
lasagnar,swihart/lasagnar,RColorBrewer;colorspace
grasp2pack,vjcitn/grasp2pack,GenomicRanges;BatchJobs;BiocParallel
faoswsproductionimputation,mkao006/sws_imputation,splines;RColorBrewer;earth;plyr;lattice;roxygen2;wavethresh;lme4;FAOSTAT;faoswsExtra;RJDBC;faoswsUtil;data.table;faoswsFlag;forecast;zoo;faoswsProductionImputation;reshape2;signal;nlme
rhtslib,mtmorgan/Rhtslib,zlibbioc
grid2polygons,jfisher-usgs/Grid2Polygons,sp;rgeos
rnasteps,glacierpoint/rnasteps,robust;Matrix;splus2R;MASS;corpcor;XML;pkgutils;caTools;wmtsa
hpmods,dmbates/hpmods,Matrix
rgutenberg,wrathematics/rgutenberg,rgutenberg;RCurl;XML;methods;wordcloud
ji.dev.cl,datashield/ji.dev.cl,fields;opaladmin;ji.dev.cl;opal
griffun,drewgriffith15/griffun,xts;quantmod;stringr;timeDate;zoo;TTR;nlme
qualci,kkashin/qualCI,combinat
hmms,csgillespie/HMMs,Rcpp;RcppArmadillo;testthat
rtography,tim-salabim/Rtography,plyr;scales;gridExtra;grid
ibugs,yihui/iBUGS,R2WinBUGS;R2jags;gWidgetsRGtk2
ipeds,jbryer/ipeds,ipeds;ggplot2;reshape2;scales;utils;devtools
rtest,georgi1016/r_test,twitteR;tm;RCurl;stringr;RJSONIO;wordcloud
thinkdata.accent,truemath/accent,xlsxjars;shiny;xlsx;RJSONIO;httpuv;roxygen2;Rook;testthat;ggplot2;knitr;Rglpk;data.table;thinkdata.accent;markdown;rJava;devtools
rwp,rpetchler/rwp,testthat
gosocket,AnalytixWare/gosocket,shiny;svSocket;parallel;gosocket;shinysky
plntmod,rdinnager/PLNT-model,BB;rstan;plyr;picante;ape;FD
prots4prots,chernan/Prots4Prots,Prots4Prots;plyr;samr;RUnit;limma;ggplot2;Biobase;LPE;latticeExtra;lattice;markdown;vsn;knitr;BiocGenerics
ruca,jbryer/ruca,devtools
spclust,behuang/spclust,qtl;cluster
bigmemoryext,cdeterman/bigmemoryExt,methods;BH;bigmemory
mat2tex,markheckmann/mat2tex,markdown;mat2tex;knitr;devtools
cssp,chandlerzuo/cssp,splines;stringr;CSSP;testthat;methods;utils;stats
biocreleasemgr,Bioconductor/biocReleaseMgr,biocViews
growthcurves,low-decarie/growthcurves,stat4;devtools
mmppr,giantoak/mmppr,reshape2;expm
ecosimr,GotelliLab/EcoSimR,MASS;EcoSimR;testthat
clipboard,mbojan/clipboard,clipboard;testthat
collaborate,rpruim/collaborate,RCurl;base;jpeg;markdown;knitr;png
seflab.tools.analysis,SEFLab/SEFLab-Analysis,ggplot2;RUnit
rwms,davesteps/rWMS,stringr;rWMS;XML;RCurl
metapop,scrogster/METAPOP,rgeos;maptools;parallel;sp;animation;inline;rgdal;spdep
dreambox7,weiyi-bitw/DreamBox7,caret;survival;gbm
bootcorrelations,jeromyanglim/bootcorrelations,bootcorrelations;testthat;MASS;boot;markdown;knitr
dorng,renozao/doRNG,pkgmaker;rngtools;iterators;foreach;parallel;doRNG;doParallel;doMPI;stats
dsstats,datashield/dsStats,dsBase
nlsdata,google/NLSdata,reshape2;RUnit
esreader,KentonWhite/esReader,RCurl;RJSONIO;ProjectTemplate;XML;RElasticSearch
azr,azvoleff/azr,lubridate
rtrm,ddiez/rTRM,AnnotationDbi;org.Hs.eg.db;RSQLite;igraph;biomaRt;org.Mm.eg.db
runbbayes,rommelnc/runbbayes,rJava
mcmctools,cboettig/mcmcTools,snowfall;mcmcTools
blotter,redmode/blotter,xts;PerformanceAnalytics;quantmod;RUnit;FinancialInstrument;blotter;zoo;TTR
rtemplate,bwtian/Rtemplate,installr
rhelpers,gusl/R-helpers,;RColorBrewer
hhtdataproc,tamhok/hht_dataproc,xlsx;hhtutils;ggplot2
qtlhot,byandell/qtlhot,mnormt;qtlhot;B6BTBR07n;qtl;corpcor;lattice;stats
maphylogeny,lima1/maphylogeny,ape;bioDist
fmrmr,mllg/fmrmr,checkmate;Rcpp;testthat;BBmisc;survival;Hmisc
dsm.raster.plot,pmanko/raster.plotter,mapproj;shiny;xts;plyr;grid;RJSONIO;ggplot2;data.table;scales;dsm.raster.plot;maps
dmar,maloneypatr/dmaR,gdata;stringr;dplyr;ggplot2;lubridate;qdap;reshape2
cosmofont,seankross/cosmofont,stringr;whisker;httr;base64enc
testpack,noamross/testpack,testpack;firstpackage;Hmisc;testthat
nis,jthetzel/nis,RMySQL
genomicfileviews,Bioconductor/GenomicFileViews,BiocParallel;IRanges;rtracklayer;methods;GenomicAlignments;Rsamtools;BiocGenerics
shinybs,ebailey78/shinyBS,shiny;shinyBS
gviz,lianos/Gviz,GenomicRanges;tools;RColorBrewer;AnnotationDbi;grid;IRanges;rtracklayer;Biobase;GenomicFeatures;Gviz;methods;data.table;org.Mm.eg.db;BSgenome.Mmusculus.UCSC.mm9;lattice;biomaRt;Rsamtools;BiocGenerics
vqtl,andrewparkermorgan/vqtl,dglm;statmod;qtl;plyr
ncbi,gschofl/ncbi,;stats;biofiles;assertthat;RCurl;Rcpp;IRanges;RSQLite;utils;DBI;XML;ncbi;memoise;methods;Biostrings;reutils;BiocGenerics
pcurver,roblanf/pcurver,ggplot2;e1071;MADAM
robfilter,alq666/robfilter,MASS;lattice;robustbase
lazr,crowding/lazr,gmp
immunespacer,RGLab/ImmuneSpaceR,ImmuneSpaceR;Rlabkey;RCurl;plyr;pheatmap;gplots;testthat;ggplot2;Biobase;data.table;methods;reshape2;ggthemr
indexcurveuncert,josephguillaume/indexCurveUncert,shiny;rcdd;hydromad;snow;reshape;ggplot2;lpSolveAPI;zoo;indexCurveUncert
mcmcglamour,mja/mcmcglamour,coda;plyr
enarsc2015,muschellij2/ENARSC2015,rgl;ENARSC2015;plyr;stringr;misc3d;oro.nifti;ANTsR;devtools;brainR;knitcitations;oro.dicom;XML;xtable;AnalyzeFMRI;scales;fslr;knitr
mypkg,iagomosqueira/myPKG,methods
monocle,cole-trapnell-lab/monocle-release,grid;parallel;combinat;igraph;ggplot2;Biobase;VGAM;fastICA;BiocGenerics;limma;monocle;reshape2;stats;splines;plyr;irlba;cluster;HSMMSingleCell;methods;matrixStats;utils
licor,c5sire/licor,shiny;stringr;XLConnect;licor;methods;tcltk;knitr
sgraph,davidski/sgraph,httr
genertest,llaarraa/genertest,tools;shiny;shinyIncubator;genertest
rooxml,duncantl/ROOXML,RWordXML;XML;Rcompression;methods;ROOXML
rcli,renozao/CLIR,tools;argparse;methods
vector,richfitz/vectoR,vectoR;grImport;testthat;png
jqr,sckott/jqr,magrittr;jsonlite
h5robj,nhayden/h5robj,h5robj;bit;IRanges;RUnit;rhdf5;methods
reot,environmentalinformatics-marburg/Reot,gridExtra;Rcpp;foreach;mapdata;latticeExtra;scales;raster
citrus,nolanlab/citrus,pamr;glmnet;shiny;flowCore;samr;parallel;igraph;ggplot2;Rclusterpp;survival;reshape2
ucdptools,tlscherer/UCDPtools,gdata;stringr;plyr
musteringofstorks,milktrader/A-Mustering-of-Storks,quantstrat;doParallel;testthat;PortfolioAnalytics
grmextractor,ben-domingue/GRMextractor,;parallel
blissr,albhasan/blissR,RCurl;rgeos;blissR;bitops;parallel;MODIS;testthat;XML;scidb;rgdal;methods;ptw;utils;raster
elasticising,SachaEpskamp/elasticIsing,rgl;glmnet;cvTools;qgraph;magrittr;reshape2;IsingSampler
timeprojection,jeffwong/TimeProjection,ggplot2;timeDate;Matrix;lubridate
opencputs,felarof/opencpuTS,forecast
sparkle,metagraf/sparkle,RJSONIO;shiny;sparkle
ragree,raredd/ragree,plyr;irr;rmac;ggplot2;MASS;psych;reshape2
maldiquanttools,sgibb/MALDIquantTools,methods;MALDIquant;testthat
vegan,jarioksa/vegan,vegan;MASS;permute;cluster;lattice;mgcv
aclust,tamartsi/Aclust,geepack;data.table;AnnotationDbi
gmisc,gforge/Gmisc,pxweb;grid;Gmisc;forestplot;htmlTable;sp;lattice;Hmisc
ggbio,agrimaldi/ggbio,GenomicRanges;affyPLM;genefilter;grid;rtracklayer;testthat;Biobase;GenomicFeatures;ggplot2;lattice;BiocGenerics;IRanges;VariantAnnotation;reshape2;gtable;Rsamtools;Hmisc;gridExtra;plyr;BSgenome;ggbio;methods;scales;TxDb.Hsapiens.UCSC.hg19.knownGene;biovizBase
sdintrotor,seandavi/SDIntroToR,GenomicRanges;shiny;dplyr;randomForest;nycflights13;TxDb.Hsapiens.UCSC.hg19.knownGene;ggplot2;BSgenome.Scerevisiae.UCSC.sacCer2;ShortRead
miscrfunctions,benmack/miscRfunctions,RColorBrewer;hexbin;maptools;foreach;randomForest;miscRfunctions;colorspace;brew;MASS;testthat;doParallel;gdalUtils;rgdal;raster;spdep
rtamet,swish-climate-impact-assessment/rtamet,plyr;rtamet;foreign;sqldf;devtools
sos4r,52North/sos4R,rgl;sos4R;RColorBrewer;cshapes;RCurl;xts;maptools;zoo;mapdata;rgdal;gstat;graphics;XML;spacetime;sp;methods;mgcv;car;maps
